title,authors,average_rating,ratings_count,num_pages,cluster_label
The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,1097,159,Underperformers
The Great House of God,Max Lucado,4.25,1101,240,Hidden Gems
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,16483,243,Underperformers
The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,47673,205,Underperformers
Nine Stories,J.D. Salinger,4.19,112779,198,Hidden Gems
The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.94,50,32,Mainstream Middles
American Psycho,Bret Easton Ellis,3.82,844,399,Mainstream Middles
Lunar Park,Bret Easton Ellis,3.7,24618,404,Underperformers
The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,32337,608,Mainstream Middles
Godless,Pete Hautman,3.6,4213,208,Underperformers
That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,12,228,Underperformers
Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,4372,288,Mainstream Middles
Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.79,141,155,Mainstream Middles
Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,38,412,Mainstream Middles
Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,282127,165,Hidden Gems
Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,4.36,391,165,Hidden Gems
In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,4.1,3958,430,Hidden Gems
Search Engine Optimization for Dummies,Peter Kent,3.79,143,382,Mainstream Middles
The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,12563,321,Hidden Gems
Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,840,176,Mainstream Middles
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,832,278,Mainstream Middles
Blink 182,Anne Hoppus,4.42,62,112,Hidden Gems
I Blink: And Other Questions About My Body,Brigid Avison,3.92,36,32,Mainstream Middles
The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.9,1782,224,Mainstream Middles
The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.83,608,384,Mainstream Middles
Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,3.99,53749,368,Mainstream Middles
I Like You: Hospitality Under the Influence,Amy Sedaris,3.88,37258,304,Mainstream Middles
Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,3.68,6490,344,Underperformers
Bringing Down The House,Ben Mezrich,3.89,518,320,Mainstream Middles
Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,3.7,82,311,Underperformers
The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,21,227,Mainstream Middles
The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,4.16,216,256,Hidden Gems
The Cold Six Thousand (Underworld USA #2),James Ellroy,4.01,5642,688,Mainstream Middles
White Teeth,Zadie Smith,3.77,4202,542,Mainstream Middles
White Teeth,Zadie Smith,3.77,81,448,Mainstream Middles
White Teeth,Zadie Smith,3.77,1265,542,Mainstream Middles
Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,3.93,6,106,Mainstream Middles
The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,34,183,Underperformers
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,3645,756,Mainstream Middles
Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1192,528,Mainstream Middles
The Illuminati,Larry Burkett,3.71,60,352,Underperformers
The Illuminati Papers,Robert Anton Wilson,3.83,710,168,Mainstream Middles
The Da Vinci Code,Dan Brown,3.84,13934,489,Mainstream Middles
El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,3.84,3276,557,Mainstream Middles
Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,3.64,533,207,Underperformers
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,3141,480,Hidden Gems
Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,3.88,2636,153,Mainstream Middles
The Polysyllabic Spree,Nick Hornby,3.73,6828,143,Mainstream Middles
Songbook,Nick Hornby,3.56,10066,207,Underperformers
My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,393,288,Underperformers
Fever Pitch,Nick Hornby,3.74,28830,247,Mainstream Middles
High Fidelity,Nick Hornby,3.94,827,323,Mainstream Middles
About a Boy,Nick Hornby,3.8,825,278,Mainstream Middles
The Complete Polysyllabic Spree,Nick Hornby,3.59,450,278,Underperformers
Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3.73,5723,386,Mainstream Middles
Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,5.0,2,128,Hidden Gems
David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,3.82,900,96,Mainstream Middles
Scar Tissue,Anthony Kiedis,4.11,327,465,Hidden Gems
Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,3.82,975,85,Mainstream Middles
Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3.55,122,349,Underperformers
Dreamland,Sarah Dessen,3.91,70043,250,Mainstream Middles
End Game (Dreamland  #8),Dale Brown/Jim DeFelice,4.02,327,432,Mainstream Middles
H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,3.97,98,260,Mainstream Middles
Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,3.9,1313,375,Mainstream Middles
Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,4.0,339,405,Mainstream Middles
The Zanzibar Chest,Aidan Hartley,4.01,2218,496,Mainstream Middles
Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,3.96,7205,212,Mainstream Middles
Dispatches,Michael Herr,4.23,13108,260,Hidden Gems
Dispatch,Bentley Little,3.62,1291,386,Underperformers
Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,4.21,3472,174,Hidden Gems
Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,3.53,57,32,Underperformers
How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,4.0,27,48,Mainstream Middles
My War Gone By  I Miss It So,Anthony Loyd,4.29,1505,336,Hidden Gems
Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,643,507,Hidden Gems
Maximum City: Bombay Lost and Found,Suketu Mehta,3.93,9024,542,Mainstream Middles
Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,3.96,4820,344,Mainstream Middles
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4.14,3534,336,Hidden Gems
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,26524,238,Hidden Gems
Fahrenheit 451,Ray Bradbury/Christopher Hurt,3.99,483,5,Mainstream Middles
Los funerales de la Mamá Grande,Gabriel García Márquez,3.78,4694,160,Mainstream Middles
Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.0,838,288,Mainstream Middles
The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins,3.96,7044,464,Mainstream Middles
CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,3.81,30,112,Mainstream Middles
The Grapes of Wrath,John Steinbeck,3.96,37,597,Mainstream Middles
American Gods,Neil Gaiman,4.11,1211,635,Hidden Gems
American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.8,1876,399,Mainstream Middles
American Gods (American Gods  #1),Neil Gaiman,4.11,383045,635,Hidden Gems
East of Eden,John Steinbeck,4.37,3942,601,Hidden Gems
Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,99,575,Mainstream Middles
East Of Eden,John Steinbeck,4.37,83,691,Hidden Gems
Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,4.18,679,112,Hidden Gems
The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,9,615,Underperformers
An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,7981,849,Mainstream Middles
Sellevision,Augusten Burroughs,3.56,175,229,Underperformers
Dry,Augusten Burroughs,4.03,1158,295,Mainstream Middles
Running with Scissors,Augusten Burroughs,3.72,667,320,Underperformers
People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,6256,272,Mainstream Middles
The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,1314,318,Mainstream Middles
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,5906,189,Hidden Gems
A Prayer for Owen Meany,John Irving,4.23,1073,641,Hidden Gems
Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4.26,33828,270,Hidden Gems
Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,3.91,109,80,Mainstream Middles
Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,3.57,965,422,Underperformers
Bridget Jones's Guide to Life,Helen Fielding,3.49,1104,64,Underperformers
Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,5119,279,Mainstream Middles
A Framework for Understanding Poverty,Ruby K. Payne,3.9,3690,199,Mainstream Middles
El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,3.7,3602,230,Underperformers
The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,4.26,1278,403,Hidden Gems
Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson,3.77,180,493,Mainstream Middles
About the B'nai Bagels,E.L. Konigsburg,3.57,308,172,Underperformers
The Far Side of Evil,Sylvia Engdahl,3.98,60,324,Mainstream Middles
Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,3.95,2045,304,Mainstream Middles
Everything Is Illuminated,Jonathan Safran Foer,3.9,1764,276,Mainstream Middles
Everything Is Illuminated,Jonathan Safran Foer,3.9,5210,276,Mainstream Middles
Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,335477,326,Mainstream Middles
Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,20695,344,Mainstream Middles
Bioinformatics: Sequence and Genome Analysis,David W. Mount,3.86,63,692,Mainstream Middles
The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,272,392,Mainstream Middles
Carter Beats the Devil,Glen David Gold,4.09,11095,483,Mainstream Middles
Moo  Baa  La La La!,Sandra Boynton,4.2,28925,14,Hidden Gems
Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,4.24,348,30,Hidden Gems
Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,4.1,7823,40,Hidden Gems
Moo,Jane Smiley,3.46,6441,482,Underperformers
Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,4.07,161,32,Mainstream Middles
CliffsNotes on Heller's Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller,3.55,37,48,Underperformers
Catch-22,Joseph Heller,3.98,5517,519,Mainstream Middles
Geisha,Liza Dalby,4.0,3730,367,Mainstream Middles
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,3.52,606,224,Underperformers
Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,3.97,11,119,Mainstream Middles
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29,30081,650,Hidden Gems
Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.9,132,97,Mainstream Middles
For Whom The Bell Tolls,Ernest Hemingway,3.97,162,490,Mainstream Middles
A Moveable Feast,Ernest Hemingway,4.04,82993,192,Mainstream Middles
Islands in the Stream,Ernest Hemingway,3.88,11265,448,Mainstream Middles
Berlin Blues,Sven Regener/John Brownjohn,3.87,186,247,Mainstream Middles
The Short Stories,Ernest Hemingway,4.26,219,464,Hidden Gems
Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,45,185,Mainstream Middles
The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,4.3,43,4,Hidden Gems
Until I Find You,John Irving,3.63,198,928,Underperformers
The Imaginary Girlfriend,John Irving,3.42,1841,208,Underperformers
The Fourth Hand,John Irving,3.31,25257,368,Underperformers
The Water-Method Man,John Irving,3.35,10479,272,Underperformers
Setting Free the Bears,John Irving,3.3,8896,304,Underperformers
The 158-Pound Marriage,John Irving,3.24,11346,176,Underperformers
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,12039,800,Hidden Gems
A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,4.22,186,528,Hidden Gems
On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,3.75,8,203,Mainstream Middles
The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.0,100,328,Mainstream Middles
Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,3.82,1354,400,Mainstream Middles
The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,3.88,557,144,Mainstream Middles
The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,3.91,258,6,Mainstream Middles
The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91,63,4,Mainstream Middles
Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,3.7,78,96,Underperformers
The Great Gatsby,F. Scott Fitzgerald,3.91,2729,188,Mainstream Middles
Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33,1750,208,Underperformers
Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83,5073,553,Mainstream Middles
The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75,3655,817,Mainstream Middles
Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,5163,528,Mainstream Middles
One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,6093,288,Underperformers
Ultimate Punishment,Scott Turow,3.81,506,176,Mainstream Middles
The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,23114,720,Hidden Gems
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,3.39,2680,448,Underperformers
The Rabbi,Noah Gordon,3.69,921,448,Underperformers
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,4.1,4360,352,Hidden Gems
The Frequencies,Noah Eli Gordon,4.32,69,81,Hidden Gems
Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,4.12,493,768,Hidden Gems
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,418,60,Underperformers
Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,1,32,Underperformers
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,83,520,Mainstream Middles
This Side of Paradise (Paradise  #1),Steven L. Layne,3.73,549,224,Mainstream Middles
Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42,41,214,Hidden Gems
Souvenir of Canada 2,Douglas Coupland,3.83,332,144,Mainstream Middles
Souvenir of Canada,Douglas Coupland,3.85,893,144,Mainstream Middles
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.97,91,272,Mainstream Middles
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,3.85,20,256,Mainstream Middles
Master Index: An Illustrated Guide,Time-Life Books,3.56,16,175,Underperformers
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,11,166,Hidden Gems
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,3.75,55,400,Mainstream Middles
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,259,150,Mainstream Middles
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,4.14,383,224,Hidden Gems
The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99,32091,336,Mainstream Middles
Cannery Row,John Steinbeck,4.04,96408,181,Mainstream Middles
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,884,1088,Hidden Gems
Tortilla Flat,John Steinbeck,3.83,438,154,Mainstream Middles
The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84,3427,288,Mainstream Middles
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97,179,224,Mainstream Middles
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97,47453,192,Mainstream Middles
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,3.53,1,32,Underperformers
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,10,437,Hidden Gems
1421: The Year China Discovered America,Gavin Menzies,3.6,11751,650,Underperformers
Dr. Desirable,Kristi Gold,3.27,20,192,Underperformers
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,31384,461,Mainstream Middles
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,6,796,Hidden Gems
Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,26,70,Hidden Gems
Shalimar the Clown,Salman Rushdie,3.88,11418,398,Mainstream Middles
Midnight's Children,Salman Rushdie,3.98,364,463,Mainstream Middles
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,22378,224,Mainstream Middles
Fury,Salman Rushdie,3.29,6711,272,Underperformers
Code Complete,Steve McConnell,4.29,7059,914,Hidden Gems
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,111,538,Hidden Gems
How to Stop Worrying and Start Living,Dale Carnegie,4.12,61639,358,Hidden Gems
How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,3.96,1907,224,Mainstream Middles
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,3713,256,Mainstream Middles
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,12436,144,Mainstream Middles
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,97,118,Mainstream Middles
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,311436,96,Mainstream Middles
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,46064,240,Mainstream Middles
Heart of Darkness,Joseph Conrad,3.42,321078,188,Underperformers
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,3761,225,Underperformers
Heart of Darkness,Joseph Conrad,3.42,92,132,Underperformers
Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,26508,272,Mainstream Middles
Angela's Ashes,Frank McCourt,4.11,711,224,Hidden Gems
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,38313,185,Mainstream Middles
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,213,144,Mainstream Middles
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,52,272,Mainstream Middles
Three Men in a Boat,Jerome K. Jerome,3.89,786,178,Mainstream Middles
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,2318,400,Mainstream Middles
Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,225397,467,Hidden Gems
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,983,736,Hidden Gems
The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,191531,796,Hidden Gems
The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,1673,1013,Hidden Gems
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,617,796,Hidden Gems
The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32,20,16,Hidden Gems
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,1089,720,Hidden Gems
CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,3.5,4,96,Underperformers
Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,1455,288,Hidden Gems
The Very Hungry Caterpillar,Eric Carle,4.29,3945,13,Hidden Gems
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,65,32,Hidden Gems
One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,2114,32,Mainstream Middles
The Hungry Tide,Amitav Ghosh,3.95,11838,333,Mainstream Middles
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,749,224,Mainstream Middles
What Is the What,Dave Eggers,4.16,65767,475,Hidden Gems
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,157572,485,Underperformers
You Shall Know Our Velocity!,Dave Eggers,3.63,25811,401,Underperformers
How We Are Hungry,Dave Eggers,3.75,12007,224,Mainstream Middles
How We Are Hungry: Stories,Dave Eggers,3.75,488,218,Mainstream Middles
Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97,20,32,Mainstream Middles
Love You Until--,Lisa McCourt/Cyd Moore,4.5,4,32,Hidden Gems
Year of Wonders,Geraldine Brooks,4.01,120736,358,Mainstream Middles
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,3.51,55,224,Underperformers
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,127168,931,Hidden Gems
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,34339,160,Mainstream Middles
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,1001671,275,Blockbusters
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,28254,258,Hidden Gems
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,12754,80,Mainstream Middles
Jailbird,Kurt Vonnegut Jr.,3.82,17881,310,Mainstream Middles
Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,3183,240,Mainstream Middles
The Red Tent,Anita Diamant,4.17,470858,336,Hidden Gems
Inside the Red Tent,Sandra Hack Polaski,3.96,181,100,Mainstream Middles
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,440,88,Hidden Gems
La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3.88,618,313,Mainstream Middles
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,2583,776,Hidden Gems
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,878,397,Underperformers
Berlin: The Downfall  1945,Antony Beevor,4.29,244,489,Hidden Gems
El azul de la virgen,Tracy Chevalier,3.66,50,411,Underperformers
Saturday,Ian McEwan,3.63,52576,289,Underperformers
I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05,34,32,Mainstream Middles
A Dangerous Fortune,Ken Follett,4.05,154,596,Mainstream Middles
The Man From St. Petersburg,Ken Follett,3.88,16057,320,Mainstream Middles
Night Over Water,Ken Follett,3.82,14545,448,Mainstream Middles
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,666,319,Mainstream Middles
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95,3,324,Mainstream Middles
Jackdaws,Ken Follett,3.97,20892,416,Mainstream Middles
Whiteout,Ken Follett/David Tennant,3.58,13,4,Underperformers
Jackdaws,Ken Follett,3.97,367,496,Mainstream Middles
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,336,208,Hidden Gems
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,340,208,Hidden Gems
Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,48,200,Mainstream Middles
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,248,240,Hidden Gems
My Life in France,Julia Child/Alex Prud'Homme,4.17,69153,336,Hidden Gems
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21,28,624,Hidden Gems
The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,173022,463,Hidden Gems
The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11,2102,350,Hidden Gems
The Handmaid's Tale,Margaret Atwood,4.11,529,308,Hidden Gems
The Catcher in the Rye,J.D. Salinger,3.8,2457092,277,Blockbusters
The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,775,120,Underperformers
Franny and Zooey,J.D. Salinger,3.98,167157,201,Mainstream Middles
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.11,40629,256,Hidden Gems
The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,30012,187,Mainstream Middles
Brave New World,Aldous Huxley,3.99,1247221,288,Blockbusters
Island,Aldous Huxley,3.83,19668,354,Mainstream Middles
The Perennial Philosophy,Aldous Huxley,4.19,3266,336,Hidden Gems
Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,4.3,98,320,Hidden Gems
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4.19,404,304,Hidden Gems
